Country Name,Country Code,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Lao PDR,LAO,2429974,2483289,2533374,2581030,2627506,2673778,2719911,2765743,2811705,2858273,2905736,2954578,3004654,3054823,3103528,3149737,3192854,3233528,3273473,3315124,3360147,3409178,3461499,3515875,3570428,3623762,3675501
Lebanon,LBN,1773884,1815207,1840215,1858612,1884655,1928063,1994505,2079580,2170966,2251005,2308205,2334707,2337468,2337491,2364264,2437390,2565380,2737182,2928916,3106446,3244861,3337135,3390062,3409524,3406463,3389696,3359501
Liberia,LBR,1027928,1085688,1168369,1263755,1354517,1428378,1480428,1514992,1540238,1568658,1609120,1664043,1729872,1802372,1874988,1942962,2005232,2063459,2118813,2173342,2228589,2284705,2341202,2398322,2456258,2515138,2575144
Libya,LBY,2356980,2403046,2447080,2489972,2532949,2576914,2621982,2667872,2714484,2761608,2808935,2857017,2905616,2952780,2995928,3033419,3064110,3089182,3112114,3137853,3169825,3209343,3255123,3304807,3354834,3402550,3447311
St. Lucia,LCA,74821,75832,76897,77963,78958,79857,80606,81235,81830,82481,83271,84229,85322,86462,87514,88414,89119,89669,90095,90501,90920,91373,91838,92310,92774,93207,93606
Latin America & Caribbean,LCN,243426818,247527432,251591967,255606780,259563812,263454770,267273968,271021164,274699554,278320450,281890057,285404461,288866623,292291995,295697100,299038346,302444148,305833180,309199855,312518518,315783568,318990471,322134722,325196640,328271450,331335264,334284375
Least developed countries: UN classification,LDC,290021308,297634209,305334665,313153484,321136634,329316472,337709179,346303075,355069736,363967305,372969123,382064303,391273466,400639185,410220928,420061623,430173966,440546201,451166388,462013004,473068120,484330080,495798367,507456368,519283638,531264330,543387823
Low income,LIC,174444885,179385078,184381543,189476491,194731694,200192601,205864720,211734877,217805825,224076663,230541705,237217051,244092932,251106332,258172680,265236210,272272893,279314321,286429365,293716928,301252103,309048013,317092088,325401247,333988837,342858650,352023091
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,9079982,9152487,9215400,9274599,9338128,9411667,9497429,9593655,9697099,9802666,9906511,10007678,10106989,10204466,10300547,10395425,10488913,10524777,10628054,10746588,10862466,10997188,11133868,11261209,11339582,11409149,11542022
Lower middle income,LMC,1090476723,1111552422,1132671065,1153760821,1174752361,1195710947,1216585450,1237446149,1258332461,1279270009,1300281944,1321383558,1342600564,1363967170,1385526879,1407437352,1429533513,1451606719,1473897170,1496217983,1518603256,1540974549,1563297874,1585569716,1607731649,1629783514,1651754076
Low & middle income,LMY,2280723341,2318009249,2355301667,2392313894,2428737017,2464727686,2500302060,2535590920,2570809509,2606103137,2641619685,2677252756,2713068661,2749351958,2785980023,2822934349,2860779456,2899749781,2939128212,2978558594,3017944764,3057481369,3097344736,3136291536,3174424759,3211529321,3247361045
Lesotho,LSO,975953,992135,1011326,1030754,1046577,1056121,1058415,1054653,1046986,1038607,1031911,1027539,1024996,1024133,1024479,1025674,1027842,1031206,1035656,1041000,1047082,1053896,1061370,1069278,1077323,1085302,1093046
Late-demographic dividend,LTE,969402641,979026991,988540285,997694142,1006205543,1013912518,1021205715,1028021886,1034639728,1041135209,1047615452,1053953217,1060083831,1066346176,1072697706,1078901452,1085686046,1093456116,1101336379,1109043440,1116400021,1123696094,1131149513,1137484813,1142929214,1147244511,1150106312
Lithuania,LTU,1919101,1906650,1894830,1883419,1872416,1861630,1848655,1836116,1823529,1805582,1779050,1753785,1736179,1721452,1705049,1671546,1635290,1613861,1597355,1582988,1567189,1546111,1523077,1507005,1501699,1501299,1501403
Luxembourg,LUX,208002,210723,213238,215754,218564,221417,223993,226302,229009,232195,235616,239195,242653,246711,250941,255121,260360,266145,271788,277680,283726,289340,295911,301174,306733,311585,315685
Latvia,LVA,1340110,1326720,1314371,1302265,1291778,1279608,1263600,1249488,1238005,1225082,1212351,1201645,1192192,1179981,1160844,1137044,1116580,1102797,1090922,1080377,1071036,1060500,1050132,1040870,1032613,1024547,1014633
"Macao SAR, China",MAC,198669,203264,207849,212558,217534,222872,228669,234883,241281,247552,253461,258906,263974,268923,274146,279892,286278,293154,300214,307020,313252,318789,323748,328312,332740,337242,341863
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,13567176,13772990,13970076,14159744,14344077,14524941,14702639,14877638,15052206,15229100,15410459,15597111,15789074,15986463,16189074,16396565,16609017,16826156,17046813,17269399,17492569,17715791,17938664,18160047,18378703,18593671,18804273
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,1542200,1538493,1532142,1530864,1527898,1524389,1520794,1517256,1512991,1509076,1504922,1499884,1495247,1491117,1488079,1485760,1484449,1484136,1483913,1483413,1472334,1456244,1432683,1409234,1387708,1365483,1342083
Madagascar,MDG,6759635,6975846,7200858,7433563,7672441,7916321,8164825,8418066,8675989,8938678,9206229,9478638,9755836,10037735,10324223,10615345,10911027,11211590,11517928,11831212,12152289,12481481,12818661,13163713,13516377,13876400,14243732
Maldives,MDV,125515,128241,130739,133103,135507,138056,140796,143696,146701,149712,152656,155510,158300,161102,163989,167029,170246,173599,177005,180346,183547,186567,189425,192177,194887,197614,200369
Middle East & North Africa,MEA,139765479,142729388,145682117,148591421,151489824,154373386,157226332,160064074,162938504,165918029,169047531,172343801,175792412,179367997,183043355,186737681,190470235,194243295,198030509,201801704,205536024,209205773,212814637,216428633,220102343,223868601,227744004
Mexico,MEX,46592412,47372973,48128321,48866939,49601521,50341811,51089400,51842881,52605394,53379978,54168352,54971858,55789026,56615017,57442951,58267177,59086044,59898832,60701892,61491303,62264080,63018020,63752823,64469963,65172136,65861267,66537512
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,2106278456,2138624171,2170920124,2202837403,2234005323,2264535085,2294437340,2323856043,2353003684,2382026474,2411077980,2440035705,2468975729,2498245626,2527807343,2557698139,2588506563,2620435460,2652698847,2684841666,2716692661,2748433356,2780252648,2810890289,2840435922,2868670671,2895337954
North Macedonia,MKD,987966,991409,995443,1001091,1006249,1011253,1015982,1009145,1012972,1016305,1018796,1020690,1022455,1024121,1025922,1027942,1029501,1030484,1031694,1033175,1034384,1035443,1036467,1037412,1037773,1035827,1032248
Mali,MLI,4845190,4969856,5096977,5228723,5368284,5518018,5678221,5848244,6028197,6218014,6417394,6626930,6846126,7072303,7301855,7532329,7762521,7993442,8227526,8468385,8718647,8979115,9249030,9527621,9813486,10105660,10403961
Malta,MLT,191059,192145,193401,194456,195439,196590,198014,199487,200830,202225,203553,204331,205083,206427,207914,208775,209383,210896,213461,217382,222330,227271,233468,241701,251351,256907,257585
Myanmar,MMR,22550331,22848081,23162767,23484088,23796858,24089960,24361274,24614137,24849529,25069955,25277966,25472149,25653374,25829264,26009931,26202319,26410740,26632792,26860456,27081937,27289147,27478828,27654918,27825150,28000756,28189604,28393990
Middle East & North Africa (excluding high income),MNA,125668974,128255533,130803227,133293984,135762722,138220312,140668670,143117432,145594409,148134267,150761740,153489722,156312622,159216465,162168982,165149673,168155595,171192451,174257251,177348465,180465698,183598106,186740403,189932241,193192029,196537067,199977672
Montenegro,MNE,307776,307685,307208,306543,306000,305790,307372,308975,310540,311330,311898,312227,312480,312769,313181,313545,313736,313920,314182,314468,314622,314666,314683,314592,314469,314084,313478
Mongolia,MNG,1159562,1167315,1175108,1183269,1192089,1201814,1212723,1224994,1238626,1253482,1269509,1286645,1305021,1324955,1346849,1370942,1397297,1425659,1455446,1485885,1516358,1546658,1576728,1606333,1635234,1663253,1690240
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,8102009,8348528,8573181,8786523,9005611,9242786,9500555,9774105,10059816,10351803,10645921,10941733,11241381,11546279,11858644,12180274,12511359,12852030,13204033,13569528,13949963,14346169,14757711,15183127,15620192,16067200,16523661
Mauritania,MRT,1167193,1196660,1226455,1256997,1288820,1322342,1357736,1394948,1433873,1474310,1516122,1559259,1603818,1649899,1697684,1747258,1798640,1851740,1906310,1962065,2018756,2076282,2134662,2193847,2253855,2314679,2376277
Mauritius,MUS,562908,569207,577044,583866,591986,598324,603367,607704,612121,615928,619540,622406,625219,627461,629116,630609,631620,633399,634864,636163,637251,638052,639078,639954,640695,641234,641893
Malawi,MWI,4961606,5054666,5181579,5332468,5490940,5645174,5793193,5939948,6088662,6244565,6411359,6589614,6777615,6974134,7177240,7385419,7598612,7817021,8039829,8266066,8495171,8726571,8960635,9198885,9443471,9695918,9956668
Malaysia,MYS,10059201,10319690,10587331,10856984,11121621,11376247,11618585,11850200,12074668,12297492,12522563,12751205,12981865,13212119,13438288,13657901,13870044,14076071,14278481,14480879,14685798,14893934,15104343,15315852,15526625,15735185,15941211
North America,NAC,150247625,151913086,153648002,155327490,157001293,158663618,160192946,161650783,162997017,164464473,165949320,167532001,169111332,170719760,172243085,173694200,174963503,176264967,177503656,178811262,180095091,181448935,182682431,183796369,184810643,186627018,186929422
Namibia,NAM,842565,860950,878968,896490,913295,929285,944378,958790,973006,987688,1003312,1020109,1037962,1056630,1075691,1094862,1114054,1133400,1153085,1173378,1194451,1216363,1238996,1262189,1285662,1309233,1332843
New Caledonia,NCL,94517,96531,98709,100951,103207,105438,107616,109755,111673,113395,115145,116905,118671,120440,122036,123920,126179,128449,130720,132886,133218,133590,133988,134408,134837,135263,135676
Niger,NER,4818228,4982362,5154177,5333940,5521898,5718338,5923618,6138148,6362294,6596448,6841020,7096222,7362489,7640715,7931954,8237013,8556418,8890161,9237798,9598588,9972036,10358188,10757444,11170022,11596258,12036471,12490795
Nigeria,NGA,53603143,54941135,56310599,57714181,59154807,60635479,62157695,63724089,65339999,67011754,68744169,70539247,72396969,74317325,76299389,78342012,80445630,82609445,84829345,87099897,89416890,91778862,94185842,96636957,99131729,101669950,104250709
Nicaragua,NIC,2347951,2393604,2437647,2480212,2521582,2561997,2601423,2639908,2677899,2715975,2754553,2793837,2833769,2874141,2914633,2954978,2995158,3035243,3075329,3115567,3156054,3196840,3237844,3278831,3319519,3359705,3399234
Netherlands,NLD,7802880,7838167,7878475,7927388,7980350,8037107,8096932,8147243,8183862,8210231,8227240,8238158,8253655,8283398,8323801,8364526,8401899,8431597,8455043,8483667,8518825,8560955,8607750,8653884,8706652,8751584,8794772
Norway,NOR,2203443,2214031,2225227,2237575,2252100,2266121,2277264,2289408,2302579,2315385,2329544,2345801,2366849,2392635,2418878,2445123,2473069,2501872,2528608,2553889,2576388,2596542,2615346,2630707,2646723,2660602,2673143
Nepal,NPL,10672917,10940940,11221189,11503372,11773455,12021350,12243832,12443825,12625173,12794317,12956564,13112894,13263376,13411546,13561500,13716597,13877399,14044548,14221340,14411527,14617070,14839974,15077724,15322093,15561762,15788373,15998314
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,1863205,1893714,1920164,1939127,1951226,1964351,1977307,2013084,2054023,2085205,2108864,2134243,2153318,2170490,2191061,2214443,2230453,2241928,2258608,2295996,2342960,2396121,2446845,2491356,2531624,2588329,2604995
OECD members,OED,589675660,594220956,598742717,603099385,607470770,611760216,616243667,620785521,625293668,629815600,634307597,638987803,643761095,648749539,653328884,657573426,660859050,664888214,669078094,673446552,677759304,682168123,686280089,690181614,693565272,697341350,698694016
Oman,OMN,897022,916127,935733,955610,975357,994726,1014040,1033599,1053129,1072245,1090903,1108494,1125769,1145584,1171774,1206887,1252026,1305847,1365279,1425908,1484395,1539787,1592566,1642702,1690544,1736392,1779899
Other small states,OSS,9593242,9757889,9931877,10109350,10296817,10480926,10653018,10823004,10992544,11168438,11355968,11555509,11766256,11987073,12211173,12438537,12666421,12901346,13141161,13385287,13634104,13883518,14137436,14395696,14654761,14907128,15152574
Pakistan,PAK,59791901,61544776,63360007,65209976,67055726,68869890,70641890,72381875,74108539,75850289,77627779,79446945,81301352,83184598,85085873,86997654,88917077,90847991,92797250,94774652,96786262,98833941,100912342,103011525,105117736,107220324,109315131
Panama,PAN,1357465,1385918,1414826,1444113,1473637,1503303,1533084,1563013,1593119,1623489,1654192,1685239,1716603,1748284,1780242,1812455,1844847,1877451,1910409,1943936,1978158,2013130,2048694,2084482,2120006,2154888,2188999
Peru,PER,12197179,12421934,12648382,12870300,13079204,13269175,13438634,13589979,13726371,13852761,13973343,14089686,14202697,14315467,14431447,14553781,14681706,14816488,14965316,15137234,15337374,15570375,15831044,16102678,16362221,16593240,16789111
Philippines,PHL,34582833,35394320,36210841,37034295,37867397,38710923,39568586,40436783,41300381,42139061,42939599,43693432,44408074,45105958,45818894,46569078,47365188,48198297,49051547,49899689,50724446,51520471,52293623,53050171,53800550,54552260,55306249
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,2550712,2613419,2678533,2744883,2810786,2875183,2937346,2997942,3058879,3122848,3191689,3266209,3345527,3427754,3510130,3590688,3668765,3745032,3820350,3896120,3973383,4052305,4132522,4213891,4296108,4378955,4462411
Poland,POL,19823109,19843970,19863172,19877098,19883133,19685143,19689207,19690252,19687411,19686106,19686977,19683468,19681019,19690101,19706577,19649359,19654134,19644188,19620509,19595127,19574714,19563116,19565914,19568657,19567280,19535766,19476653
Pre-demographic dividend,PRE,241097645,247852044,254614431,261480580,268588853,276039947,283872264,292059478,300559498,309303178,318243655,327365550,336697179,346286403,356200663,366485528,377158966,388197350,399553088,411157416,422959790,434944629,447123979,459507689,472115384,484961683,498044834
Puerto Rico,PRI,1908491,1930896,1949754,1961827,1972553,1978965,1984298,1988079,1990485,1991720,1989165,1980474,1968156,1955704,1944356,1934347,1912488,1890356,1870160,1841666,1811763,1779794,1740556,1674917,1678215,1726686,1718294
"Korea, Dem. People's Rep.",PRK,11204391,11331418,11445343,11549817,11650473,11751350,11853810,11956240,12056080,12149457,12233823,12308370,12374676,12435394,12494308,12554222,12615979,12678990,12742849,12806616,12869582,12931820,12993548,13054278,13113396,13170436,13225110
Portugal,PRT,5196582,5215458,5238305,5264189,5292683,5327655,5361701,5386616,5402824,5414012,5425860,5441374,5461138,5480493,5498231,5513209,5517359,5507126,5488215,5468262,5452971,5440467,5429333,5420804,5421171,5425560,5425255
Paraguay,PRY,2355386,2409541,2463466,2517011,2569977,2622196,2673716,2724462,2773955,2821589,2866969,2909899,2950679,2990188,3029658,3069988,3111467,3153912,3197206,3241014,3285105,3329476,3374176,3419020,3463751,3508170,3552177
West Bank and Gaza,PSE,1219059,1274700,1332912,1367255,1402482,1438612,1475654,1513633,1552632,1592742,1634050,1676614,1720422,1768891,1817125,1865191,1912960,1960670,2008167,2055699,2103363,2151335,2194861,2251538,2309133,2367491,2426475
Pacific island small states,PSS,858595,871496,883738,895399,906578,917466,927942,938094,948300,959093,970854,983833,997862,1012540,1027266,1041602,1055413,1068882,1082358,1096342,1111230,1127103,1143811,1161232,1179109,1197245,1215623
Post-demographic dividend,PST,508736932,511343097,513857664,516271233,518649913,521149394,523541460,526066158,528590071,531230779,533848355,536681847,539653296,542872805,545617238,548098673,549532222,551749265,554073630,556486254,558855385,561252818,563262999,565100677,566561971,568546218,568142950
French Polynesia,PYF,104878,107093,109498,112012,114502,116864,119079,121178,123083,124753,126154,127261,128089,128747,129371,130049,130837,131705,132631,133562,134452,135302,136140,136961,137793,138643,139512
Qatar,QAT,175104,179293,184280,190290,197499,206134,216184,227883,241979,259402,280764,306132,335121,367134,401364,437040,474133,512271,549808,584693,615499,641459,662996,681381,698550,715925,733863
Romania,ROU,11537910,11514174,11490957,11477235,11469109,11463744,11313492,11115939,11043328,10988116,10928679,10873449,10723990,10556035,10475198,10416095,10363382,10311889,10266229,10221124,10169092,10110158,10053860,9998665,9949913,9893962,9822102
Russian Federation,RUS,78776519,78673971,78567094,78471510,78275119,78003730,77741908,77462311,77192724,76961036,76738888,76548836,76469027,76477539,76535797,76600057,76684367,76832143,77008973,77184758,77337012,77468057,77546480,77529365,77482723,77295558,76950926
Rwanda,RWA,2998214,3090560,3296725,3569952,3840424,4057739,4207424,4306107,4371762,4434020,4514517,4616849,4732973,4859345,4989389,5118459,5246075,5374743,5506169,5642837,5786418,5937449,6094897,6256912,6420852,6584778,6748021
South Asia,SAS,607617178,620078479,632568871,645073743,657579225,670070691,682535320,694956802,707313317,719580592,731738304,743777659,755691434,767464143,779079795,790528602,801799450,812841807,823808646,834687441,845488839,856242004,866921159,877506768,887944625,898262751,908528616
Saudi Arabia,SAU,8303248,8527983,8751726,8974338,9195460,9415348,9633879,9852692,10075877,10308767,10555254,10814704,11085954,11371436,11673941,11993977,12335152,12693016,13050172,13383388,13676743,13922113,14126063,14305421,14484997,14682559,14903596
Sudan,SDN,12010205,12353337,12668940,12969716,13274739,13597786,13943262,14306620,14682016,15060068,15434309,15803459,16171077,16541366,16920405,17312732,17719718,18140461,18574540,19020771,19478321,19947203,20427932,20920586,21425281,21941974,22470589
Senegal,SEN,4379541,4499084,4618099,4737656,4859290,4984265,5112947,5245441,5382445,5524666,5672670,5826759,5987040,6153634,6326583,6505829,6691454,6883286,7080691,7282813,7488962,7698901,7912575,8129674,8349929,8573145,8799129
Singapore,SGP,1734895,1801178,1856327,1914931,1927542,1962216,2021689,2049959,2030062,2061744,2109667,2167069,2242873,2345804,2399863,2429972,2473739,2531841,2572741,2606984,2638421,2672718,2674905,2687287,2718092,2709673,2599127
Solomon Islands,SLB,174741,179660,184672,189808,195091,200550,206207,212048,217999,223964,229855,235654,241414,247227,253279,259675,266474,273617,281064,288724,296556,304526,312654,320909,329239,337616,346023
Sierra Leone,SLE,2173720,2177187,2187727,2210171,2250084,2310786,2395283,2501018,2618613,2734985,2840596,2932053,3011782,3083195,3152169,3223031,3296278,3370393,3445504,3521439,3598060,3675669,3754502,3834352,3914857,3995746,4076963
El Salvador,SLV,2896649,2931847,2964852,2995711,3024616,3051738,3077036,3100543,3122538,3143437,3163573,3183092,3202064,3220666,3239061,3257398,3275742,3294183,3312806,3331687,3350892,3370447,3390314,3410312,3430197,3449777,3468951
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,3734818,3831257,3958877,4109212,4269277,4429313,4587168,4745059,4902742,5060984,5220385,5380307,5540083,5700490,5862723,6027843,6196100,6367763,6543908,6725759,6914348,7110142,7313307,7524126,7742710,7969132,8203567
Serbia,SRB,3867854,3866556,3858787,3847517,3836936,3827725,3823814,3822601,3816326,3808712,3797949,3783018,3767040,3749981,3733876,3718022,3688222,3670074,3652210,3635214,3617485,3598916,3580264,3561304,3542820,3519865,3492309
Sub-Saharan Africa (excluding high income),SSA,293206900,301092517,309140379,317362856,325780159,334407133,343251188,352326968,361668179,371314107,381294900,391624651,402302610,413320620,424662884,436317045,448280601,460556035,473135295,486010139,499172436,512619152,526344678,540333098,554565527,569028203,583711681
South Sudan,SSD,2572168,2623707,2718348,2843336,2979111,3111537,3235250,3354862,3477844,3615808,3776074,3960634,4163182,4372701,4574031,4755873,4915971,5056517,5176380,5275534,5355171,5412867,5451281,5483166,5525584,5590715,5683867
Sub-Saharan Africa,SSF,293244497,301130688,309179036,317402325,325820462,334447840,343291969,352369049,361709785,371355500,381336354,391666740,402344611,413363223,424705346,436360498,448322832,460598685,473178804,486054416,499217782,512665156,526391281,540380177,554613045,569076163,583760039
Small states,SST,13562613,13763744,13971956,14182148,14401935,14618877,14824453,15028392,15232397,15443275,15666255,15901911,16149400,16407492,16669196,16934413,17200326,17473439,17751653,18034477,18322303,18611043,18904451,19202233,19500670,19792009,20076008
Sao Tome and Principe,STP,66519,67595,68650,69702,70797,71980,73254,74623,76102,77740,79534,81512,83654,85878,88090,90215,92212,94123,95965,97807,99667,101555,103476,105439,107437,109486,111585
Suriname,SUR,217443,220779,223984,227076,230089,233059,235987,238872,241751,244623,247540,250494,253479,256505,259553,262604,265677,268755,271823,274853,277821,280733,283583,286364,289108,291812,294474
Slovak Republic,SVK,2752770,2759904,2766186,2770990,2774868,2772140,2768093,2768076,2767147,2767291,2768010,2768320,2769052,2771131,2774359,2776335,2779191,2783095,2785158,2786818,2788327,2790667,2793675,2796281,2799029,2800745,2794514
Slovenia,SVN,1024103,1022380,1019342,1015233,1014339,1016327,1017710,1019374,1020578,1021339,1022293,1023633,1026572,1024981,1031295,1033502,1034190,1035591,1036687,1037549,1038090,1038477,1038723,1042032,1048857,1055493,1057429
Sweden,SWE,4465461,4472208,4474294,4476116,4478662,4484561,4494970,4507624,4522038,4537041,4551972,4573942,4603910,4635640,4671033,4706949,4738799,4770395,4807653,4852495,4901217,4960573,5025514,5082090,5131863,5167175,5196456
Eswatini,SWZ,484613,493360,501614,509252,516060,521949,526809,530770,534202,537611,541344,545599,550271,554984,559229,562655,565141,566906,568304,569814,571808,574397,577530,581192,585343,589928,595020
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,37597,38171,38657,39469,40303,40707,40781,42081,41606,41393,41454,42089,42001,42603,42462,43453,42231,42650,43509,44277,45346,46004,46603,47079,47518,47960,48358
Syrian Arab Republic,SYR,7089692,7293758,7505360,7717528,7920656,8109037,8269362,8404990,8545955,8733895,8992895,9347043,9772452,10187741,10481159,10577491,10449087,10134980,9709439,9280573,8931433,8675964,8503336,8441049,8515582,8740592,9135292
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,3526940,3646801,3772452,3905088,4046215,4196724,4357454,4527646,4704628,4884658,5065134,5244842,5424702,5606877,5794635,5990241,6194441,6406230,6624061,6845615,7069237,7294423,7521758,7752004,7986360,8225689,8470165
East Asia & Pacific (IDA & IBRD countries),TEA,832931113,843254223,853464753,863292665,872506956,881164661,889352333,897109200,904503061,911668258,918772739,925659172,932295857,938907847,945537225,952237708,959544097,967891346,976281867,984470648,992300162,1000017639,1007910977,1014832194,1020955181,1026258008,1030509209
Europe & Central Asia (IDA & IBRD countries),TEC,224672149,224845732,225046449,225277737,225403601,225312167,225150947,225052955,225207101,225465897,225751468,226092595,226505200,227163383,228052446,229039751,230159219,231261033,232465303,233658524,234878251,236057211,237140947,238091291,238976906,239587247,239789109
Togo,TGO,2146793,2208145,2276143,2348405,2421386,2492569,2561204,2628235,2694959,2763371,2834944,2909941,2987877,3068509,3151362,3236041,3322594,3411071,3501143,3592387,3684504,3777354,3871015,3965694,4061713,4159333,4258576
Thailand,THA,29929610,30278911,30671290,31085399,31488907,31858179,32187719,32484850,32754202,33004501,33242497,33468091,33679474,33880021,34073804,34263753,34451327,34636105,34816557,34990213,35155051,35310912,35457991,35595069,35720735,35833918,35934042
Tajikistan,TJK,2888535,2928940,2970040,3012413,3056484,3102606,3151363,3203159,3258005,3315715,3376232,3439626,3506200,3576388,3650719,3729559,3812811,3900294,3992093,4088264,4188683,4293442,4401952,4512549,4623070,4731904,4838485
Turkmenistan,TKM,2136195,2176400,2210848,2240648,2267633,2293296,2317935,2341554,2365064,2389522,2415764,2444100,2474709,2508075,2544660,2584697,2628449,2675610,2725077,2775337,2825213,2874284,2922583,2969961,3016406,3061877,3106246
Latin America & the Caribbean (IDA & IBRD countries),TLA,235625065,239668838,243680161,247650933,251568804,255428339,259219944,262941205,266596963,270200532,273760133,277275326,280746372,284182977,287597205,290942031,294358376,297754837,301124813,304455817,307737675,310967324,314145237,317270579,320342271,323359375,326319936
Timor-Leste,TLS,418304,423705,426808,428970,432115,437591,445912,456577,468719,481020,492521,503018,512801,522113,531343,540775,550445,560232,570259,580675,591555,602951,614851,627121,639613,652200,664843
Middle East & North Africa (IDA & IBRD countries),TMN,124449915,126980833,129470315,131926729,134360240,136781700,139193016,141603799,144041777,146541525,149127690,151813108,154592200,157447574,160351857,163284482,166242635,169231781,172249084,175292766,178362335,181446771,184545542,187680703,190882896,194169576,197551197
Tonga,TON,47288,47385,47497,47640,47830,48100,48447,48871,49327,49791,50256,50722,51170,51561,51807,51851,51659,51287,50843,50505,50407,50589,51005,51586,52211,52793,53313
South Asia (IDA & IBRD),TSA,607617178,620078479,632568871,645073743,657579225,670070691,682535320,694956802,707313317,719580592,731738304,743777659,755691434,767464143,779079795,790528602,801799450,812841807,823808646,834687441,845488839,856242004,866921159,877506768,887944625,898262751,908528616
Sub-Saharan Africa (IDA & IBRD countries),TSS,293244497,301130688,309179036,317402325,325820462,334447840,343291969,352369049,361709785,371355500,381336354,391666740,402344611,413363223,424705346,436360498,448322832,460598685,473178804,486054416,499217782,512665156,526391281,540380177,554613045,569076163,583760039
Trinidad and Tobago,TTO,629283,631030,632243,633273,634547,636416,639007,642242,645905,649650,653253,656627,659859,663099,666555,670386,674629,679168,683835,688380,692615,696476,699979,703139,705987,708544,710804
Tunisia,TUN,4516535,4587331,4652371,4712126,4767441,4819179,4867308,4912232,4955877,5000690,5048475,5100084,5155243,5213159,5272483,5332212,5392038,5452270,5513159,5575111,5638325,5702821,5768086,5833159,5896741,5957866,6016147
Turkiye,TUR,29650015,30133315,30622457,31114976,31607152,32096148,32583788,33071044,33553500,34025331,34483857,34924109,35351055,35783887,36248632,36762746,37330533,37942454,38584479,39235978,39879351,40514350,41138240,41728157,42255898,42702942,43058238
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,14897275,15298294,15675960,16045052,16427122,16838006,17283163,17758831,18260492,18780108,19312186,19856009,20415193,20993496,21596200,22227068,22887321,23575682,24290238,25027953,25786500,26565525,27365425,28185448,29024840,29883105,30759748
Uganda,UGA,10328095,10651837,10977176,11308099,11650079,12007349,12381575,12772573,13180488,13604894,14045554,14503938,14981114,15476024,15986976,16513345,17051388,17602608,18177539,18790443,19449739,20161759,20918416,21696127,22462421,23194411,23882569
Ukraine,UKR,27497083,27255040,27012511,26780145,26539164,26285302,26023292,25790793,25597212,25421045,25255618,25109112,24985661,24875673,24784957,24697619,24609941,24541510,24472263,24340622,24264557,24174765,24074287,23956826,23825336,23684361,23509595
Upper middle income,UMC,1015801733,1027071749,1038249059,1049076582,1059252962,1068824138,1077851890,1086409894,1094671223,1102756465,1110796036,1118652147,1126375165,1134278456,1142280464,1150260787,1158973050,1168828741,1178801677,1188623683,1198089405,1207458807,1216954774,1225320573,1232704273,1238887157,1243583878
Uruguay,URY,1662370,1674435,1686321,1697309,1706429,1713076,1716910,1718306,1718279,1718302,1719395,1721948,1725707,1730363,1735393,1740387,1745315,1750324,1755455,1760783,1766341,1772136,1778065,1784026,1789842,1795391,1800620
United States,USA,135451850,136961367,138548214,140104345,141656845,143178430,144541124,145830133,147035365,148355637,149690393,151111214,152533798,153964934,155298019,156560332,157660006,158770009,159819809,160946434,162095782,163245938,164262696,165118706,165867325,167468430,167669677
Uzbekistan,UZB,11455076,11671907,11892777,12086834,12220083,12392841,12553356,12710787,12862154,13013224,13166133,13327015,13515988,13731555,13961440,14357068,14743327,14957457,15188192,15441602,15708087,15978186,16243957,16523318,16831656,17154565,17494107
St. Vincent and the Grenadines,VCT,53925,53828,53711,53598,53522,53487,53506,53589,53679,53747,53745,53664,53536,53387,53240,53158,53138,53176,53265,53399,53554,53758,53985,54233,54496,54729,54949
"Venezuela, RB",VEN,10902367,11132726,11362359,11591811,11821836,12052838,12284824,12517096,12748443,12977216,13202089,13418808,13626270,13829691,14036614,14250186,14482251,14726158,14945203,15089558,15128613,15040542,14849444,14626489,14470601,14451011,14594639
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,55597,55804,55989,56106,56157,56183,56125,56079,56054,56029,56052,56074,56162,56309,56431,56503,56537,56534,56491,56434,56384,56309,56224,56108,55972,55802,55610
