Country Name,Country Code,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Latin America & Caribbean (excluding high income),LAC,214490538,217938142,221376494,224788520,228147525,231438388,234648325,237780567,240848849,243879119,246888261,249883347,252861602,255818455,258745632,261586560,264460896,267291986,270113460,272968627,275882869,278874695,281920726,284954952,287884628,290644717,293209091
Lao PDR,LAO,2416503,2467900,2516934,2563571,2607833,2649923,2689673,2727504,2764935,2803926,2845939,2891497,2940296,2991807,3045093,3099431,3154710,3210999,3267829,3324639,3381013,3436670,3491532,3545623,3599028,3651794,3703857
Lebanon,LBN,1754495,1795456,1818210,1834902,1863107,1914711,1996494,2102625,2217412,2318372,2390556,2425053,2429879,2427254,2448762,2515674,2636642,2800438,2984100,3154600,3287820,3377146,3429311,3449884,3449246,3435746,3409650
Liberia,LBR,1016729,1074792,1157841,1253717,1345191,1420069,1473500,1509735,1536817,1566996,1608994,1665168,1732039,1805491,1879141,1948395,2012214,2072203,2129524,2186166,2243640,2302083,2361022,2420654,2481116,2542539,2605064
Libya,LBY,2591816,2633127,2670928,2706802,2742972,2780979,2821267,2863225,2906061,2948555,2989680,3029857,3069170,3105960,3138059,3164248,3183328,3196569,3208236,3224186,3248490,3282817,3325600,3373758,3422619,3468737,3511227
St. Lucia,LCA,72050,73005,74023,75060,76030,76880,77578,78157,78700,79340,80137,81149,82322,83549,84709,85678,86419,86985,87410,87806,88211,88655,89117,89580,90021,90422,90795
Latin America & Caribbean,LCN,238393912,242232782,246052443,249831903,253550705,257192728,260748255,264221820,267627289,270990908,274328916,277642319,280928628,284190766,287427567,290585532,293783090,296947305,300078028,303159764,306193556,309175680,312100626,314953330,317822784,320689169,323460883
Least developed countries: UN classification,LDC,289482935,296986024,304464374,312001326,319719595,327705026,335995222,344554838,353309520,362149872,371002107,379843701,388716424,397689225,406861030,416306481,426044187,436060784,446359565,456935090,467780970,478900080,490290171,501930704,513793693,525854891,538105056
Low income,LIC,171916733,176817923,181724899,186710500,191880802,197311417,203023573,208989564,215175926,221529568,228009573,234616120,241357476,248210399,255147401,262153094,269217455,276356515,283613990,291050278,298712195,306605716,314726644,323097699,331743020,340674341,349903882
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,9162935,9214803,9255497,9289996,9325165,9365939,9414298,9468821,9526937,9584487,9638477,9688299,9735055,9779518,9822961,9866313,9909583,9900223,9956946,10031412,10107534,10205812,10310132,10408791,10463418,10509851,10613978
Lower middle income,LMC,1133229785,1155153289,1177074144,1198947995,1220747927,1242565182,1264359123,1286181479,1308042387,1329929727,1351836011,1373773392,1395770927,1417848172,1440029065,1462462665,1484975013,1507371660,1529930984,1552538879,1575258386,1598030439,1620809658,1643586773,1666289542,1688898554,1711442580
Low & middle income,LMY,2335742579,2373782060,2411717901,2449328335,2486418126,2523223415,2559793871,2596223627,2632648858,2669113728,2705698339,2742267379,2778889132,2815848640,2853028864,2890426686,2928611937,2967848141,3007407493,3047003106,3086567191,3126332002,3166479627,3205688960,3244031363,3281276512,3317167252
Lesotho,LSO,922645,942159,956728,966770,973155,976684,977323,975179,971369,967346,964204,962394,961930,962997,965656,969901,975951,983782,992872,1002448,1011929,1021145,1030162,1039049,1047944,1056950,1066021
Late-demographic dividend,LTE,986450383,996174511,1005722136,1014873015,1023400669,1031204938,1038659795,1045706729,1052644192,1059586844,1066668595,1073774826,1080801653,1087981481,1095126629,1101911617,1109034496,1116955774,1124806760,1132401930,1139636236,1146831014,1154199076,1160389862,1165591626,1169559092,1171964078
Lithuania,LTU,1710001,1694963,1680307,1665912,1651822,1637906,1622163,1606951,1591684,1571493,1543478,1516124,1495115,1476779,1457867,1425736,1392825,1373912,1360334,1349379,1337721,1322120,1305326,1294538,1292438,1293586,1293918
Luxembourg,LUX,200623,203502,206212,208946,211911,214883,217532,219873,222621,225900,229542,233442,237340,241939,246842,251832,257987,264801,271572,278639,285878,292674,300425,306776,313268,318834,323385
Latvia,LVA,1144946,1130502,1118480,1107754,1098704,1087942,1073570,1060685,1049950,1038040,1026448,1016712,1008133,997341,980825,960511,943129,931522,921725,913405,906491,899037,892116,886304,881209,875902,868529
"Macao SAR, China",MAC,186848,190112,193504,197062,200854,204900,209259,213930,218876,224048,229402,234898,240530,246309,252255,258323,264555,270883,277154,283190,288841,294035,298830,303321,307706,312100,316528
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,13427079,13610482,13784497,13950703,14111427,14268731,14423684,14577127,14730678,14886096,15045104,15207578,15374596,15550344,15740013,15946819,16172843,16415742,16668892,16922959,17171039,17410483,17642593,17869042,18093063,18316887,18540514
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,1410107,1407908,1403382,1403475,1401837,1399394,1396458,1393248,1389329,1386071,1383189,1380211,1378182,1376847,1376267,1375727,1375384,1375322,1374779,1373537,1362196,1345926,1322475,1298980,1277266,1255012,1231845
Madagascar,MDG,6715768,6926851,7147002,7375228,7610083,7850485,8096108,8347056,8603150,8864314,9130493,9401627,9677684,9958741,10244892,10536295,10832943,11135051,11443331,11758685,12081791,12412889,12751850,13098600,13452929,13814619,14183601
Maldives,MDV,128629,130937,133097,135342,138015,141340,145513,150489,155980,161553,166948,171979,176872,182346,189402,198701,210247,223632,238587,254672,271367,288938,306973,323527,336070,342928,343251
Middle East & North Africa,MEA,146331488,149311781,152209594,155050298,157946894,160953395,164070864,167298200,170670302,174225448,177982331,181958664,186136763,190455230,194840605,199180247,203472433,207725068,211938124,216122646,220285747,224410269,228484340,232545599,236607153,240673769,244750991
Mexico,MEX,45070878,45774072,46482687,47189374,47883302,48558034,49208752,49841883,50475626,51134956,51836847,52588297,53381477,54200255,55020935,55825784,56609424,57375324,58125266,58863834,59594171,60315359,61024503,61720819,62403393,63071486,63724708
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,2163825846,2196964137,2229993002,2262617835,2294537324,2325911998,2356770298,2387234063,2417472932,2447584160,2477688766,2507651259,2537531656,2567638241,2597881463,2628273592,2659394482,2691491626,2723793503,2755952828,2787854996,2819726286,2851752983,2882591261,2912288343,2940602171,2967263370
North Macedonia,MKD,995293,998032,1001426,1006432,1010893,1015097,1018900,1011012,1013801,1016239,1018059,1019538,1021104,1022777,1024749,1027062,1029038,1030560,1032338,1034296,1035842,1037047,1038035,1038805,1038921,1036704,1032844
Mali,MLI,4740470,4867719,4997386,5131841,5274653,5428430,5593382,5768646,5954495,6151064,6358115,6576448,6805329,7041275,7279572,7517023,7752072,7986050,8222328,8465828,8720125,8986333,9263399,9550134,9844537,10145174,10451763
Malta,MLT,186360,187760,189390,190831,192139,193497,195014,196482,197752,199043,200281,200977,201641,202952,204563,205733,206885,209132,212506,217176,222723,228085,234531,242929,252711,258425,259284
Myanmar,MMR,21351267,21604122,21864456,22127132,22384217,22629738,22863845,23088026,23299378,23494534,23671965,23828900,23968105,24100378,24240435,24398508,24579872,24780911,24992008,25198879,25391577,25566371,25727603,25883168,26044666,26220190,26412024
Middle East & North Africa (excluding high income),MNA,128564366,131176065,133700931,136146690,138587292,141059302,143580335,146146919,148749250,151368479,153993774,156619709,159260741,161952281,164731984,167628169,170657465,173805977,177033154,180281373,183509858,186695911,189848054,193022926,196265046,199610776,203073943
Montenegro,MNE,303936,303318,302312,301119,300001,299160,300017,300853,301727,302023,302363,302798,303395,304200,305113,305883,306343,306681,307025,307342,307537,307637,307690,307635,307559,307222,306695
Mongolia,MNG,1138455,1149256,1160636,1172398,1184139,1195603,1206871,1218267,1230139,1242912,1256920,1272209,1288798,1306944,1326945,1348960,1373060,1399039,1426337,1454226,1482075,1509700,1537060,1563881,1589932,1615039,1639042
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,7381268,7611917,7823994,8027423,8238565,8469139,8721329,8990042,9271281,9558746,9848006,10138375,10431938,10730317,11036074,11351293,11676141,12010643,12356719,12716664,13092038,13483761,13891296,14312882,14745851,15188235,15639384
Mauritania,MRT,1146437,1176240,1207112,1239220,1272764,1307875,1344669,1383149,1423277,1464936,1508076,1552649,1598694,1646338,1695724,1746942,1800006,1854815,1911187,1968829,2027548,2087250,2147920,2209465,2271843,2334981,2398833
Mauritius,MUS,559549,564789,571240,576555,583281,588549,592920,596917,601249,605075,608714,611590,614411,616660,618313,619791,620784,622483,623789,624771,625354,625421,625535,625349,625016,624506,624167
Malawi,MWI,4882812,4968117,5083327,5219877,5363385,5503577,5638808,5773715,5911521,6057272,6214591,6384079,6564193,6753765,6950921,7154190,7363506,7578989,7799458,8023484,8250134,8478682,8709558,8944330,9185278,9434037,9691013
Malaysia,MYS,10428403,10697929,10975459,11257663,11539672,11818005,12090530,12358191,12624153,12893155,13168052,13450749,13738502,14023884,14296750,14550127,14780918,14992118,15190442,15385727,15585167,15790718,16000312,16212181,16423164,16630813,16834984
North America,NAC,145332686,147091132,148914946,150681683,152439993,154184523,155796911,157334489,158754944,160281480,161811032,163419085,165008900,166621324,168157339,169637832,170959306,172326917,173639245,175012502,176346811,177732307,178984933,180106914,181120540,182911266,183210431
Namibia,NAM,785301,802428,819061,835145,850566,865298,879289,892729,906107,920049,935004,951209,968554,986752,1005348,1024015,1042644,1061377,1080421,1100048,1120450,1141681,1163627,1186111,1208862,1231683,1254501
New Caledonia,NCL,99299,101033,102709,104328,106007,107792,109708,111735,113623,115355,117105,118845,120579,122310,123914,125830,128171,130551,132930,135164,135482,135760,136012,136242,136463,136697,136944
Niger,NER,4672061,4844238,5024019,5211780,5408024,5613223,5827746,6051840,6285689,6529466,6783454,7047747,7322915,7610198,7911177,8227012,8558352,8905048,9266489,9641594,10029627,10430601,10844944,11272809,11714461,12170165,12640015
Nigeria,NGA,54345196,55727649,57147062,58605582,60105248,61648374,63236351,64871990,66560635,68308666,70120845,71999058,73943002,75952297,78025550,80161191,82359450,84619358,86936474,89305034,91720564,94181382,96687405,99237728,101831874,104469637,107149995
Nicaragua,NIC,2304234,2347967,2390011,2430430,2469459,2507313,2543944,2579416,2614216,2648955,2684139,2719920,2756297,2793295,2830905,2869080,2907877,2947287,2987133,3027167,3067180,3107130,3146999,3186671,3225984,3264849,3303145
Netherlands,NLD,7656126,7692331,7732175,7779821,7831738,7888406,7949248,8001686,8041440,8071548,8092628,8107943,8128041,8162195,8206587,8250868,8291175,8323365,8349389,8381341,8421098,8469359,8523546,8577740,8638222,8689916,8738633
Norway,NOR,2155741,2167305,2179930,2193889,2209813,2224846,2236487,2248751,2262276,2276525,2293747,2314876,2342304,2375577,2409848,2444129,2480019,2516701,2551015,2583343,2612219,2637977,2661622,2681209,2701173,2718873,2735177
Nepal,NPL,10903157,11149412,11363583,11554503,11736516,11919749,12103281,12281800,12455707,12625020,12787936,12953793,13119210,13255035,13322031,13296610,13163821,12944612,12695455,12494455,12397963,12423456,12554958,12773619,13046953,13348435,13676606
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,1810195,1838286,1861136,1875873,1883874,1893349,1903193,1935416,1973177,2002295,2025036,2050357,2070482,2089310,2111539,2136257,2153547,2166172,2183492,2220504,2266440,2317979,2366755,2409244,2447576,2501871,2517605
OECD members,OED,567204159,571660036,576122918,580447463,584796553,589076199,593544209,598070299,602560609,607056589,611513726,616146069,620853698,625773169,630305994,634537282,637864076,641919620,646146300,650588300,655028079,659615268,663954491,668098033,671709432,675638851,677126265
Oman,OMN,1307245,1320525,1314026,1296249,1279541,1273247,1280919,1301261,1333035,1373279,1420351,1472259,1531393,1605372,1704412,1834548,1999076,2192184,2399526,2601347,2782946,2939430,3073360,3186774,3284448,3370230,3443477
Other small states,OSS,9505871,9676409,9851151,10027699,10216177,10408694,10595918,10787965,10997355,11244717,11543777,11900988,12308362,12744897,13175812,13581171,13949889,14293864,14620879,14946218,15281519,15625882,15977847,16330989,16672591,16988815,17277698
Pakistan,PAK,63984934,65804517,67697425,69633257,71568899,73473693,75336518,77167820,78984832,80814409,82676228,84575681,86506754,88464386,90439737,92426989,94423091,96432134,98463549,100530360,102640691,104797415,106993868,109216763,111447581,113672007,115884798
Panama,PAN,1382202,1410373,1439081,1468205,1497560,1527030,1556557,1586182,1615937,1645867,1676030,1706434,1737068,1767920,1798973,1830236,1861632,1893184,1925038,1957375,1990332,2023943,2058070,2092386,2126434,2159880,2192584
Peru,PER,12101989,12331891,12562575,12787770,12999091,13190769,13360655,13510985,13645846,13771465,13892797,14012369,14130353,14246854,14361216,14473899,14582608,14690302,14808670,14953138,15133365,15355661,15613255,15886587,16148241,16378606,16570305
Philippines,PHL,35201254,36007423,36820038,37637714,38458530,39280834,40104283,40928477,41751589,42571483,43386652,44195243,44997408,45796009,46595267,47397706,48204861,49014342,49820011,50613448,51388760,52143341,52879298,53601223,54316072,55028825,55740661
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,2636351,2700839,2768100,2836884,2905380,2972407,3037281,3100679,3164499,3231399,3303213,3380682,3462976,3548446,3634644,3719824,3803431,3885971,3968038,4050613,4134389,4219461,4305516,4392433,4480011,4568072,4656594
Poland,POL,18771889,18780400,18786488,18786383,18777138,18573486,18558869,18540112,18517159,18496116,18478468,18457799,18439541,18435658,18445026,18393435,18409121,18418976,18419687,18416608,18411698,18406971,18408912,18406093,18398195,18363304,18304371
Pre-demographic dividend,PRE,239951891,246665645,253354520,260137121,267184530,274620053,282493819,290769280,299378602,308215481,317207971,326329507,335621683,345161231,355056855,365383252,376167932,387375912,398942936,410774143,422799582,434998944,447388399,459977401,472787364,485833988,499113393
Puerto Rico,PRI,1774612,1793759,1809676,1819274,1827528,1831640,1834476,1835622,1835610,1835158,1832197,1824740,1814839,1805162,1796054,1787178,1766244,1744132,1722917,1693208,1661469,1626878,1584730,1518437,1515479,1554852,1545290
"Korea, Dem. People's Rep.",PRK,10657909,10782010,10889920,10986937,11080997,11177728,11279172,11383213,11486354,11583283,11670344,11746496,11813654,11874749,11934032,11994618,12057413,12121648,12186651,12251177,12314250,12375845,12436268,12495328,12552762,12608379,12661935
Portugal,PRT,4829594,4848487,4870672,4896007,4925145,4962243,5001021,5033015,5055997,5069849,5077470,5080914,5081826,5077684,5070016,5059891,5040201,5007718,4969080,4932800,4905105,4884985,4870967,4863018,4865092,4871521,4874168
Paraguay,PRY,2421452,2478097,2534630,2590829,2646369,2701006,2754726,2807496,2859028,2908967,2957126,3003313,3047751,3091108,3134312,3178029,3222514,3267598,3313067,3358510,3403641,3448402,3492882,3537049,3580888,3624360,3667464
West Bank and Gaza,PSE,1255607,1313297,1373606,1409313,1445949,1483541,1522130,1561740,1602337,1643884,1686346,1729720,1774074,1823086,1871974,1920970,1970026,2019328,2068541,2117699,2166729,2215753,2259944,2317549,2376173,2435778,2496274
Pacific island small states,PSS,895543,908778,921260,933077,944394,955400,966029,976292,986568,997376,1009036,1021804,1035515,1049845,1064145,1078062,1091428,1104444,1117499,1131146,1145766,1161494,1178152,1195598,1213558,1231801,1250281
Post-demographic dividend,PST,486573514,489260188,491842967,494322587,496771618,499355480,501860337,504495533,507121644,509844412,512518348,515372992,518328634,521521330,524258999,526765163,528298229,530607192,533033909,535575988,538093679,540662859,542868867,544911643,546580926,548731801,548512246
French Polynesia,PYF,113186,115230,117356,119550,121715,123817,125850,127798,129624,131242,132626,133746,134628,135317,135885,136400,136865,137290,137701,138151,138667,139274,139968,140712,141492,142261,143022
Qatar,QAT,338343,343238,351040,361276,372987,386333,398829,412989,439812,493930,584646,716572,883320,1069536,1253580,1419289,1561729,1683807,1786771,1874509,1950209,2012920,2061731,2100301,2133521,2165135,2196661
Romania,ROU,11146360,11104830,11063021,11030109,11002931,10979227,10818478,10614557,10530998,10463632,10391006,10320311,10158992,9981840,9892289,9830776,9784146,9746146,9717464,9687855,9646524,9592109,9534855,9475305,9421735,9363558,9293044
Russian Federation,RUS,69599268,69486158,69348267,69199274,68939657,68593139,68234574,67844186,67455894,67106280,66779926,66500801,66336087,66264827,66249552,66249411,66276541,66369578,66498022,66634909,66759858,66874340,66950259,66948494,66923538,66777581,66495134
Rwanda,RWA,2838276,2922552,3123173,3392848,3660814,3875949,4023726,4120954,4185398,4246496,4325703,4426493,4540786,4665187,4793381,4920879,5047258,5174925,5305369,5440792,5582648,5731380,5886063,6045057,6206086,6367431,6528496
South Asia,SAS,653970602,667397724,680777504,694128957,707488728,720875374,734287675,747687242,761011106,774177254,787123242,799833027,812311741,824546672,836530392,848264325,859732708,870898645,881952899,892944581,903928228,914945422,925962005,936948250,947832144,958619651,969373708
Saudi Arabia,SAU,10335542,10505860,10655412,10808963,10999071,11248492,11568767,11952630,12380768,12823919,13260921,13683609,14098635,14517099,14956362,15427491,15932439,16461890,17001886,17533215,18040933,18521330,18975120,19397336,19783532,20131308,20437084
Sudan,SDN,12084536,12429047,12744972,13045802,13351773,13677233,14027815,14398166,14778501,15154121,15515205,15858365,16189542,16519478,16863374,17232282,17629958,18053320,18498015,18956886,19424627,19900230,20385466,20880946,21387956,21907295,22438762
Senegal,SEN,4310614,4413788,4512777,4610121,4709427,4813466,4923155,5038253,5159025,5285420,5417453,5555513,5700038,5851066,6008509,6172314,6342360,6518704,6701738,6891927,7089488,7294613,7506779,7724650,7946433,8170785,8397179
Singapore,SGP,1789611,1869526,1939711,2012282,2031181,2065671,2116323,2125991,2084764,2104920,2156095,2234296,2345726,2493592,2587710,2646760,2709949,2780596,2826421,2862740,2896581,2934565,2937348,2951389,2985477,2976134,2854439
Solomon Islands,SLB,184535,189857,195326,200894,206501,212115,217742,223386,229017,234585,240063,245432,250719,256139,261903,268186,275048,282449,290265,298355,306577,314912,323376,331947,340582,349262,357972
Sierra Leone,SLE,2130233,2135473,2147568,2171313,2212290,2273784,2358786,2464752,2582461,2699010,2805033,2897187,2977859,3050404,3120566,3192605,3266960,3342193,3418471,3495714,3573849,3653177,3733925,3815797,3898350,3981239,4064380
El Salvador,SLV,2731953,2758096,2781436,2802053,2820218,2836192,2849965,2861596,2871537,2880364,2888551,2896303,2903746,2911101,2918617,2926479,2934825,2943739,2953270,2963437,2974229,2985690,2997810,3010428,3023353,3036424,3049549
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,3756829,3851426,3977245,4125852,4284318,4442937,4599551,4756276,4912670,5069267,5226471,5383597,5540039,5696698,5854968,6016043,6180205,6347724,6519803,6697812,6882856,7075493,7275858,7484099,7700196,7924087,8155933
Serbia,SRB,3757503,3751238,3737714,3720228,3703465,3688621,3679619,3673921,3664265,3654445,3642820,3628551,3614539,3600241,3586931,3573414,3545877,3529003,3511922,3495362,3477898,3459406,3440594,3421300,3402415,3379261,3351769
Sub-Saharan Africa (excluding high income),SSA,290131083,297898840,305836643,313959001,322287769,330839324,339623633,348655506,357965205,367586665,377546906,387857595,398520924,409537914,420905027,432618300,444677821,457081542,469814230,482856854,496192643,509816416,523722289,537889652,552294718,566920110,581753104
South Sudan,SSD,2545916,2598218,2693305,2818598,2954773,3087859,3212541,3333363,3457821,3597546,3759857,3946773,4151962,4364231,4568227,4752499,4914724,5057131,5178650,5279348,5360486,5419653,5459493,5492758,5536530,5603014,5697510
Sub-Saharan Africa,SSF,290168790,297937086,305875305,313998378,322327876,330879748,339664054,348697148,358006380,367627747,377588310,387900106,398563956,409582267,420949863,432664617,444723031,457127195,469860670,482903936,496240716,509865089,523771529,537939335,552344825,566970612,581803948
Small states,SST,13458660,13668700,13881172,14093820,14317042,14543362,14763278,14986921,15227500,15506624,15838605,16230294,16673423,17146829,17615199,18058264,18464838,18846902,19212212,19576092,19950134,20333403,20724255,21116147,21496096,21850088,22176081
Sao Tome and Principe,STP,65160,66204,67181,68153,69167,70284,71506,72827,74303,75996,77938,80164,82643,85244,87787,90157,92309,94271,96111,97920,99772,101666,103610,105593,107611,109675,111779
Suriname,SUR,224408,227428,230181,232762,235291,237885,240587,243356,246187,249057,251921,254798,257702,260617,263560,266522,269500,272492,275472,278425,281315,284150,286918,289623,292255,294822,297324
Slovak Republic,SVK,2609229,2613457,2617105,2619526,2621152,2616580,2610774,2608836,2606227,2604989,2604797,2604734,2605570,2608102,2612047,2615093,2619193,2624484,2628235,2631831,2635474,2640131,2645557,2650490,2655118,2658082,2652733
Slovenia,SVN,965769,966248,966614,966396,968706,972598,974350,975156,975155,975673,978181,983235,991550,996335,1008374,1015081,1018653,1021568,1023266,1024431,1025441,1026565,1027665,1031862,1039528,1046926,1049578
Sweden,SWE,4361478,4368790,4371768,4374858,4379212,4387548,4400990,4417334,4436191,4456490,4477600,4506563,4544182,4583997,4627482,4671177,4710414,4748979,4792726,4843615,4897969,4962512,5032184,5093124,5147024,5186267,5219355
Eswatini,SWZ,442223,452146,461802,470670,478045,483483,486799,488284,488594,488676,489231,490496,492380,494964,498233,502186,506888,512379,518539,525208,532230,539597,547278,555082,562790,570236,577349
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,37707,38246,38662,39377,40107,40424,40421,41642,41175,41082,41404,42511,43032,44353,44836,46317,45210,45653,46440,47082,48073,48673,49240,49683,50107,50502,50844
Syrian Arab Republic,SYR,7255799,7460390,7669948,7882060,8093336,8301810,8497193,8679638,8869259,9093932,9368283,9712214,10105805,10476296,10724714,10785050,10632727,10303881,9869027,9430138,9065978,8789603,8592333,8504013,8554550,8760065,9140412
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,3483219,3604173,3731042,3864965,4007317,4158930,4320595,4491580,4669285,4850103,5031496,5212280,5393329,5576712,5765507,5961893,6166545,6378518,6596372,6817947,7041734,7267235,7495003,7725723,7960522,8200170,8444820
East Asia & Pacific (IDA & IBRD countries),TEA,862995340,873468071,883835530,893843167,903284257,912244099,920818280,929037836,936964559,944723883,952473758,960052452,967409352,974715301,981928469,989044812,996599810,1005069804,1013444452,1021533519,1029221681,1036782306,1044505042,1051173149,1056957978,1061828385,1065545241
Europe & Central Asia (IDA & IBRD countries),TEC,207085766,207208662,207339485,207476868,207495429,207292925,207002941,206757340,206743030,206827261,206947135,207129292,207385897,207896888,208664502,209582952,210680167,211797541,213047022,214309666,215597214,216848145,218013607,219054290,220022692,220722883,221028667
Togo,TGO,2079500,2140663,2209802,2284046,2359069,2431837,2501367,2568805,2635670,2704399,2776699,2852940,2932483,3014908,3099478,3185633,3273345,3362736,3453578,3545610,3638658,3732598,3827461,3923401,4020646,4119404,4219666
Thailand,THA,29537662,29851279,30175298,30499704,30809662,31094460,31351471,31584243,31795665,31990802,32173692,32344449,32502590,32650959,32793030,32931279,33067052,33199864,33327962,33448535,33559468,33660401,33751826,33833385,33904846,33966060,34016802
Tajikistan,TJK,2876271,2922414,2968364,3014982,3063180,3113723,3167147,3223702,3283545,3346676,3413086,3482964,3556467,3633536,3714033,3797838,3884696,3974544,4067689,4164564,4265336,4370133,4478318,4588298,4697953,4805738,4911140
Turkmenistan,TKM,2071646,2110937,2144277,2172829,2198500,2222832,2246152,2268464,2290688,2313874,2338888,2366014,2395433,2427690,2463293,2502514,2545627,2592296,2641299,2690987,2740070,2788087,2835084,2880941,2925688,2969310,3011687
Latin America & the Caribbean (IDA & IBRD countries),TLA,230744901,234538797,238318780,242067720,245759405,249379207,252913229,256364628,259749728,263098001,266428585,269746054,273045060,276322678,279572945,282738697,285949718,289123928,292260787,295357665,298411882,301421281,304384775,307303433,310177858,313008282,315794184
Timor-Leste,TLS,426029,431653,435062,437553,441023,446775,455302,466122,478391,490869,502609,513419,523587,533315,542943,552742,562709,572770,583029,593658,604739,616338,628409,640854,653507,666242,679032
Middle East & North Africa (IDA & IBRD countries),TMN,127308759,129862768,132327325,134737377,137141343,139575761,142058205,144585179,147146913,149724595,152307428,154889989,157486667,160129195,162860010,165707199,168687439,171786649,174964613,178163674,181343129,184480158,187588110,190705377,193888873,197174998,200577669
Tonga,TON,48684,48882,49124,49396,49645,49862,50035,50152,50264,50423,50652,50992,51407,51823,52090,52130,51899,51449,50925,50518,50373,50554,50997,51613,52286,52904,53446
South Asia (IDA & IBRD),TSA,653970602,667397724,680777504,694128957,707488728,720875374,734287675,747687242,761011106,774177254,787123242,799833027,812311741,824546672,836530392,848264325,859732708,870898645,881952899,892944581,903928228,914945422,925962005,936948250,947832144,958619651,969373708
Sub-Saharan Africa (IDA & IBRD countries),TSS,290168790,297937086,305875305,313998378,322327876,330879748,339664054,348697148,358006380,367627747,377588310,387900106,398563956,409582267,420949863,432664617,444723031,457127195,469860670,482903936,496240716,509865089,523771529,537939335,552344825,566970612,581803948
Trinidad and Tobago,TTO,624917,626517,627595,628426,629380,630743,632620,634968,637659,640465,643244,645925,648591,651350,654366,657758,661551,665646,669873,673957,677717,681087,684081,686702,688982,690947,692570
Tunisia,TUN,4608865,4680004,4742748,4797736,4846146,4889168,4926607,4959029,4989405,5021588,5058303,5101127,5149486,5201266,5253208,5303033,5349834,5394723,5439790,5488084,5541626,5601121,5665352,5732044,5797980,5860752,5919617
Turkiye,TUR,28836438,29289963,29750114,30214689,30680239,31144048,31608455,32074313,32535902,32985599,33419604,33832700,34230799,34634725,35072774,35564246,36112721,36708592,37340975,37993284,38650062,39313518,39978211,40611933,41173709,41636125,41984498
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,14751853,15146229,15516893,15879149,16255118,16661171,17102686,17575959,18077286,18599658,19138137,19692657,20266223,20860448,21477630,22119464,22786199,23477351,24192894,24932610,25696138,26483706,27294920,28127996,28980621,29851108,30738690
Uganda,UGA,10085062,10380980,10678216,10982688,11302327,11642810,12007399,12394688,12800059,13216406,13639036,14067537,14505221,14955710,15424120,15914819,16425384,16956092,17516980,18121087,18775708,19487414,20248172,21032905,21807166,22546589,23240964
Ukraine,UKR,24015717,23802760,23582089,23364355,23134836,22891198,22639108,22411677,22215737,22030581,21849553,21678674,21523694,21382516,21268374,21173122,21096145,21051832,21017385,20931533,20889479,20829908,20756848,20665692,20560867,20447688,20304986
Upper middle income,UMC,1030596061,1041810848,1052918858,1063669840,1073789397,1083346816,1092411175,1101052584,1109430545,1117654433,1125852755,1133877867,1141760729,1149790069,1157852398,1165810927,1174419469,1184119966,1193862519,1203413949,1212596610,1221695847,1230943325,1239004488,1245998801,1251703617,1255820790
Uruguay,URY,1561905,1572948,1583837,1593744,1601576,1606658,1608561,1607740,1605382,1603184,1602404,1603455,1606046,1609858,1614283,1618886,1623611,1628651,1633981,1639656,1645672,1652003,1658580,1665264,1671889,1678336,1684532
United States,USA,130826150,132432633,134108786,135749655,137383155,138983981,140427831,141795060,143072568,144449661,145826206,147268698,148697409,150129032,151473510,152766811,153923475,155107653,156240138,157439895,158643212,159825817,160859432,161719493,162462628,164032650,164224068
Uzbekistan,UZB,11329924,11553093,11774223,11964166,12091567,12257559,12411094,12561063,12705496,12851126,13000867,13161235,13352012,13571245,13805960,14205332,14596073,14817043,15055008,15316098,15590813,15869714,16144643,16432782,16748694,17077485,17420993
St. Vincent and the Grenadines,VCT,54118,54155,54184,54209,54241,54300,54387,54506,54643,54773,54872,54938,54980,55014,55053,55102,55177,55259,55359,55469,55581,55709,55841,55977,56097,56218,56320
"Venezuela, RB",VEN,11028720,11252924,11475384,11696756,11917999,12139611,12361647,12583311,12803181,13019378,13230356,13431382,13621331,13806136,13994396,14189756,14405622,14634669,14835843,14953415,14953214,14810707,14553036,14260628,14045228,13984932,14110308
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,
