Country Name,Country Code,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
St. Vincent and the Grenadines,VCT,,,,,,80,75,72,69,64,59,62,67,70,67,63,64,71,73,69,64,67,68,,,,
"Venezuela, RB",VEN,,,,,,119,123,135,127,119,113,114,114,116,119,117,116,116,115,113,115,121,125,,,,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,,,,,,68,65,62,59,57,54,51,49,49,48,47,47,46,46,45,45,44,43,,,,
Vanuatu,VUT,,,,,,140,135,128,123,119,113,108,103,99,96,92,88,85,82,80,76,74,72,,,,
World,WLD,,,,,,342,335,328,319,309,296,284,274,265,257,248,241,234,229,224,219,214,211,,,,
Samoa,WSM,,,,,,88,85,84,80,74,72,66,62,60,58,58,54,52,48,47,45,44,43,,,,
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,,,,,,301,290,278,266,254,242,230,219,208,200,192,187,184,175,174,169,165,164,,,,
South Africa,ZAF,,,,,,160,168,177,186,195,201,201,199,191,179,171,161,143,133,128,125,122,119,,,,
Zambia,ZMB,,,,,,528,491,465,453,437,421,406,387,356,329,305,283,267,254,242,232,222,213,,,,
Zimbabwe,ZWE,,,,,,579,629,666,680,686,685,680,671,657,632,598,557,528,509,494,480,468,458,,,,
